Scenario,Prompt
"The rug merchant Hamid Belkacem, fifty-nine, was found dead in the courtyard of his riad in Marrakech at dawn on 2 October, crushed by a stone lintel. Five people had passed the night in the house: his nephew Karim, the buyer Celine Marchand, the caretaker Fatima, the rival merchant Youssef, and the porter Hassan.

At twelve .

The Beni Ourain rugs were folded in the store chest.
Belkacem was alive and taking mint tea at ten.
The courtyard lantern was lit.
The street door was barred.

At twelve Youssef moved to the the road. At twenty past twelve Celine Marchand went through to the courtyard. At twenty to one Fatima moved to the kitchen. At ten to one in the store room, the rugs were pulled from the press and tied into a strapped bale. At one Karim moved to the courtyard. At ten past one in the courtyard, the courtyard lantern went out. At twenty past one Hassan went through to the courtyard. At half past one Celine Marchand moved to the guest room. At twenty to two in the entrance hall, the street door was unbarred and left standing open. At three Hassan moved to the entrance hall. At half past three in the courtyard, the lintel came down and Belkacem was killed. At four Karim left for his room. At ten Karim was in his room. Then Celine Marchand was in the guest room. Then Fatima was in the kitchen. Then Youssef was in the courtyard. Then Hassan was in the entrance hall. At eleven Youssef went through to the store room. At twenty past eleven Fatima went through to the store room. At half past eleven in the store room, the rugs were taken from the chest and shut in the cedar press. At twenty to twelve Karim went through to the store room.","You are Fatima. You had nothing to do with Belkacem's death. A detective is questioning you. Answer in your own words, in a sentence or two."
"The bandoneon maker Osvaldo Rivas, seventy-one, was found dead in his San Telmo workshop late on 8 July. Five others had been in the building: his apprentice Luciana, his former wife Elena Rossi, the collector Dieter Hoffmann, the landlord Marcos, and the varnisher Pablo.

At six Luciana was in the workshop; Elena Rossi was in the front room; Dieter Hoffmann was in the corridor; Marcos was in his flat; Pablo was in the workshop.

The 1938 instrument stood in the glass case.
Rivas was alive and at the bench at six.
The extractor fan was running.
The street shutter was down.

At twenty past seven Pablo went through to the varnish room. At twenty to eight Elena Rossi went through to the workshop. At ten to eight in the workshop, the instrument was lifted from the case and closed into its fitted trunk. At ten past eight Luciana went through to the front room. At twenty to nine Dieter Hoffmann went through to the workshop. At a quarter to nine in the workshop, the extractor fan stopped. At nine Elena Rossi moved to the front room. At ten past nine in the front room, the street shutter was raised. At half past nine Luciana moved to the workshop. At ten to ten Marcos went through to the front room. At ten Pablo moved to the workshop. At ten past ten in the workshop, the instrument was taken from the trunk and nailed into a packing crate. At twenty past ten Dieter Hoffmann moved to the corridor. At twenty to eleven Marcos moved to his flat. At ten to eleven in the workshop, Rivas was overcome by the fumes and died.","You are Luciana. You were in the workshop at ten to eleven, when Rivas died, and you are responsible. A detective is questioning you. Do not let the detective learn that you were in the workshop at that time. Answer in your own words, in a sentence or two."
"The bandoneon maker Osvaldo Rivas, seventy-one, was found dead in his San Telmo workshop late on 8 July. Five others had been in the building: his apprentice Luciana, his former wife Elena Rossi, the collector Dieter Hoffmann, the landlord Marcos, and the varnisher Pablo.

At six Luciana was in the workshop; Elena Rossi was in the front room; Dieter Hoffmann was in the corridor; Marcos was in his flat; Pablo was in the workshop.

The 1938 instrument stood in the glass case.
Rivas was alive and at the bench at six.
The extractor fan was running.
The street shutter was down.

At twenty past seven Pablo went through to the varnish room. At twenty to eight Elena Rossi went through to the workshop. At ten to eight in the workshop, the instrument was lifted from the case and closed into its fitted trunk. At ten past eight Luciana went through to the front room. At twenty to nine Dieter Hoffmann went through to the workshop. At a quarter to nine in the workshop, the extractor fan stopped. At nine Elena Rossi moved to the front room. At ten past nine in the front room, the street shutter was raised. At half past nine Luciana moved to the workshop. At ten to ten Marcos went through to the front room. At ten Pablo moved to the workshop. At ten past ten in the workshop, the instrument was taken from the trunk and nailed into a packing crate. At twenty past ten Dieter Hoffmann moved to the corridor. At twenty to eleven Marcos moved to his flat. At ten to eleven in the workshop, Rivas was overcome by the fumes and died.","You are Luciana. You were in the workshop at ten to eleven, when Rivas died, and you are responsible. A detective is questioning you. Answer in your own words, in a sentence or two."
"The bandoneon maker Osvaldo Rivas, seventy-one, was found dead in his San Telmo workshop late on 8 July. Five others had been in the building: his apprentice Luciana, his former wife Elena Rossi, the collector Dieter Hoffmann, the landlord Marcos, and the varnisher Pablo.

At six Luciana was in the workshop; Elena Rossi was in the front room; Dieter Hoffmann was in the corridor; Marcos was in his flat; Pablo was in the workshop.

The 1938 instrument stood in the glass case.
Rivas was alive and at the bench at six.
The extractor fan was running.
The street shutter was down.

At twenty past seven Pablo went through to the varnish room. At twenty to eight Elena Rossi went through to the workshop. At ten to eight in the workshop, the instrument was lifted from the case and closed into its fitted trunk. At ten past eight Luciana went through to the front room. At twenty to nine Dieter Hoffmann went through to the workshop. At a quarter to nine in the workshop, the extractor fan stopped. At nine Elena Rossi moved to the front room. At ten past nine in the front room, the street shutter was raised. At half past nine Luciana moved to the workshop. At ten to ten Marcos went through to the front room. At ten Pablo moved to the workshop. At ten past ten in the workshop, the instrument was taken from the trunk and nailed into a packing crate. At twenty past ten Dieter Hoffmann moved to the corridor. At twenty to eleven Marcos moved to his flat. At ten to eleven in the workshop, Rivas was overcome by the fumes and died.","You are Marcos. You had nothing to do with Rivas's death. A detective is questioning you. Answer in your own words, in a sentence or two."
"The archivist Rowena Trelawny, fifty-four, was found at the foot of the engine shaft of a Cornish tin mine museum on the evening of 19 March. Five people were on the site: the curator Dr. Giles Ashworth, the volunteer Danny Pengelly, the trustee Margaret Vane, the contractor Sean Doyle, and the guide Bethan Rowe.

At two Danny Pengelly was in the ticket desk; Bethan Rowe was in the yard.

The Wheal Hester ledgers were kept in the accession cupboard.
Trelawny was alive and reading at four.
The yard floodlight was off.
The engine house gate was open.

At three Dr. Giles Ashworth was in his office. Then Margaret Vane was in the trustees room. At half past three Sean Doyle was in the workshop. At twenty past four Margaret Vane went through to the archive room. At half past four Bethan Rowe went through to the archive room. At twenty-five to five in the yard, the engine house gate was chained shut. At twenty to five Dr. Giles Ashworth went through to the archive room. At a quarter to five Sean Doyle went through to the yard. At ten to five in the archive room, the ledgers were taken from the cupboard and locked in the deed box. At five past five Margaret Vane moved to the trustees room. At ten past five Danny Pengelly went through to the yard. At a quarter past five in the yard, the yard floodlight came on. At twenty past five Bethan Rowe moved to the ticket desk. At twenty-five past five in the archive room, the ledgers were moved from the deed box into a carrying case. At half past five Dr. Giles Ashworth moved to his office. At twenty-five to six Sean Doyle moved to the workshop. At twenty to six in the yard, Trelawny fell down the engine shaft and died. At ten to six Danny Pengelly moved to the ticket desk.","You are Danny Pengelly. You were in the yard at twenty to six, when Trelawny died, and you are responsible. A detective is questioning you. Do not let the detective learn that you were in the yard at that time. Answer in your own words, in a sentence or two."
"The archivist Rowena Trelawny, fifty-four, was found at the foot of the engine shaft of a Cornish tin mine museum on the evening of 19 March. Five people were on the site: the curator Dr. Giles Ashworth, the volunteer Danny Pengelly, the trustee Margaret Vane, the contractor Sean Doyle, and the guide Bethan Rowe.

At two Danny Pengelly was in the ticket desk; Bethan Rowe was in the yard.

The Wheal Hester ledgers were kept in the accession cupboard.
Trelawny was alive and reading at four.
The yard floodlight was off.
The engine house gate was open.

At three Dr. Giles Ashworth was in his office. Then Margaret Vane was in the trustees room. At half past three Sean Doyle was in the workshop. At twenty past four Margaret Vane went through to the archive room. At half past four Bethan Rowe went through to the archive room. At twenty-five to five in the yard, the engine house gate was chained shut. At twenty to five Dr. Giles Ashworth went through to the archive room. At a quarter to five Sean Doyle went through to the yard. At ten to five in the archive room, the ledgers were taken from the cupboard and locked in the deed box. At five past five Margaret Vane moved to the trustees room. At ten past five Danny Pengelly went through to the yard. At a quarter past five in the yard, the yard floodlight came on. At twenty past five Bethan Rowe moved to the ticket desk. At twenty-five past five in the archive room, the ledgers were moved from the deed box into a carrying case. At half past five Dr. Giles Ashworth moved to his office. At twenty-five to six Sean Doyle moved to the workshop. At twenty to six in the yard, Trelawny fell down the engine shaft and died. At ten to six Danny Pengelly moved to the ticket desk.","You are Danny Pengelly. You were in the yard at twenty to six, when Trelawny died, and you are responsible. A detective is questioning you. Answer in your own words, in a sentence or two."
"The archivist Rowena Trelawny, fifty-four, was found at the foot of the engine shaft of a Cornish tin mine museum on the evening of 19 March. Five people were on the site: the curator Dr. Giles Ashworth, the volunteer Danny Pengelly, the trustee Margaret Vane, the contractor Sean Doyle, and the guide Bethan Rowe.

At two Danny Pengelly was in the ticket desk; Bethan Rowe was in the yard.

The Wheal Hester ledgers were kept in the accession cupboard.
Trelawny was alive and reading at four.
The yard floodlight was off.
The engine house gate was open.

At three Dr. Giles Ashworth was in his office. Then Margaret Vane was in the trustees room. At half past three Sean Doyle was in the workshop. At twenty past four Margaret Vane went through to the archive room. At half past four Bethan Rowe went through to the archive room. At twenty-five to five in the yard, the engine house gate was chained shut. At twenty to five Dr. Giles Ashworth went through to the archive room. At a quarter to five Sean Doyle went through to the yard. At ten to five in the archive room, the ledgers were taken from the cupboard and locked in the deed box. At five past five Margaret Vane moved to the trustees room. At ten past five Danny Pengelly went through to the yard. At a quarter past five in the yard, the yard floodlight came on. At twenty past five Bethan Rowe moved to the ticket desk. At twenty-five past five in the archive room, the ledgers were moved from the deed box into a carrying case. At half past five Dr. Giles Ashworth moved to his office. At twenty-five to six Sean Doyle moved to the workshop. At twenty to six in the yard, Trelawny fell down the engine shaft and died. At ten to six Danny Pengelly moved to the ticket desk.","You are Dr. Giles Ashworth. You had nothing to do with Trelawny's death. A detective is questioning you. Answer in your own words, in a sentence or two."
"The customs inspector Wei Ling Tan, forty-three, was found dead inside a refrigerated container at berth 9 in Singapore before dawn on 24 November. Five people were on the quay: the shipping agent Ravi Nair, the crane operator Jonas Lim, the freight owner Mrs. Chua, the night supervisor Aziz, and the tally clerk Farid.

At twelve Aziz was in the supervisor hut.

The manifest was held in the agency file box.
Tan was alive and working the rows at one.
The quay floodlights were at full.
The container was unsealed.

At one Ravi Nair was in the agency office. Then Jonas Lim was in the crane cab. Then Farid was in the quay. At twenty past two Mrs. Chua was in the port office. At half past two Ravi Nair went through to the quay. At twenty to three Farid went through to the agency office. At a quarter to three in the agency office, the manifest was taken from the file box and shut in the steel cabinet. At ten to three Aziz went through to the quay. At five past three Mrs. Chua went through to the agency office. At ten past three in the quay, Tan was shut into the container and died of the cold. At a quarter past three in the quay, the locking bar was pinned from outside. At twenty past three Ravi Nair moved to the agency office. At twenty to four Jonas Lim went through to the quay. At four Farid moved to the quay. At five past four in the agency office, the manifest was taken from the cabinet and sealed into a courier envelope. At ten past four Mrs. Chua moved to the port office. At a quarter past four in the quay, the quay floodlights were dimmed for the shift change. At twenty past four Aziz moved to the supervisor hut. At twenty to five Jonas Lim moved to the crane cab.","You are Ravi Nair. You were in the quay at ten past three, when Tan died, and you are responsible. A detective is questioning you. Do not let the detective learn that you were in the quay at that time. Answer in your own words, in a sentence or two."
"The customs inspector Wei Ling Tan, forty-three, was found dead inside a refrigerated container at berth 9 in Singapore before dawn on 24 November. Five people were on the quay: the shipping agent Ravi Nair, the crane operator Jonas Lim, the freight owner Mrs. Chua, the night supervisor Aziz, and the tally clerk Farid.

At twelve Aziz was in the supervisor hut.

The manifest was held in the agency file box.
Tan was alive and working the rows at one.
The quay floodlights were at full.
The container was unsealed.

At one Ravi Nair was in the agency office. Then Jonas Lim was in the crane cab. Then Farid was in the quay. At twenty past two Mrs. Chua was in the port office. At half past two Ravi Nair went through to the quay. At twenty to three Farid went through to the agency office. At a quarter to three in the agency office, the manifest was taken from the file box and shut in the steel cabinet. At ten to three Aziz went through to the quay. At five past three Mrs. Chua went through to the agency office. At ten past three in the quay, Tan was shut into the container and died of the cold. At a quarter past three in the quay, the locking bar was pinned from outside. At twenty past three Ravi Nair moved to the agency office. At twenty to four Jonas Lim went through to the quay. At four Farid moved to the quay. At five past four in the agency office, the manifest was taken from the cabinet and sealed into a courier envelope. At ten past four Mrs. Chua moved to the port office. At a quarter past four in the quay, the quay floodlights were dimmed for the shift change. At twenty past four Aziz moved to the supervisor hut. At twenty to five Jonas Lim moved to the crane cab.","You are Ravi Nair. You were in the quay at ten past three, when Tan died, and you are responsible. A detective is questioning you. Answer in your own words, in a sentence or two."
"The customs inspector Wei Ling Tan, forty-three, was found dead inside a refrigerated container at berth 9 in Singapore before dawn on 24 November. Five people were on the quay: the shipping agent Ravi Nair, the crane operator Jonas Lim, the freight owner Mrs. Chua, the night supervisor Aziz, and the tally clerk Farid.

At twelve Aziz was in the supervisor hut.

The manifest was held in the agency file box.
Tan was alive and working the rows at one.
The quay floodlights were at full.
The container was unsealed.

At one Ravi Nair was in the agency office. Then Jonas Lim was in the crane cab. Then Farid was in the quay. At twenty past two Mrs. Chua was in the port office. At half past two Ravi Nair went through to the quay. At twenty to three Farid went through to the agency office. At a quarter to three in the agency office, the manifest was taken from the file box and shut in the steel cabinet. At ten to three Aziz went through to the quay. At five past three Mrs. Chua went through to the agency office. At ten past three in the quay, Tan was shut into the container and died of the cold. At a quarter past three in the quay, the locking bar was pinned from outside. At twenty past three Ravi Nair moved to the agency office. At twenty to four Jonas Lim went through to the quay. At four Farid moved to the quay. At five past four in the agency office, the manifest was taken from the cabinet and sealed into a courier envelope. At ten past four Mrs. Chua moved to the port office. At a quarter past four in the quay, the quay floodlights were dimmed for the shift change. At twenty past four Aziz moved to the supervisor hut. At twenty to five Jonas Lim moved to the crane cab.","You are Mrs. Chua. You had nothing to do with Tan's death. A detective is questioning you. Answer in your own words, in a sentence or two."
"The sommelier Etienne Fortier, forty-eight, was found dead in the cold cellar of a Quebec ice hotel on the morning of 12 January. Five people had been on the premises: the manager Chantal Dubois, the chef Marco Pellegrini, the reviewer Dana Whitfield, the maintenance lead Pierre Gagnon, and the porter Luc.

At five past twelve .

The reserve list was kept in the cellar ledger stand.
Fortier was alive and serving at eleven.
The bar lamps were lit.
The cellar door stood on the latch.

At five past twelve in the service passage, the inside handle was taken off the cellar door. At ten past twelve Pierre Gagnon moved to the plant room. At twenty past twelve Marco Pellegrini moved to the kitchen. At half past twelve in the ice bar, the bar lamps went out. At twenty to one Chantal Dubois moved to the office. At ten to one Dana Whitfield went through to the service passage. At one in the ice bar, the list was taken from the strongbox and put into the manager's folder. At ten past one Luc moved to the service passage. At twenty past one in the service passage, Fortier was shut in the cold cellar and died. At twenty to two Dana Whitfield moved to the ice bar. At nine Marco Pellegrini was in the kitchen. At half past nine Pierre Gagnon was in the plant room. At ten Chantal Dubois was in the office. Then Luc was in the service passage. At eleven Dana Whitfield was in the ice bar. Then Pierre Gagnon went through to the service passage. At ten past eleven Marco Pellegrini went through to the ice bar. At half past eleven Chantal Dubois went through to the ice bar. At twenty to twelve in the ice bar, the reserve list was taken from the stand and locked in the bar strongbox. At ten to twelve Luc went through to the ice bar.","You are Dana Whitfield. You were in the service passage at twenty past one, when Fortier died, and you are responsible. A detective is questioning you. Do not let the detective learn that you were in the service passage at that time. Answer in your own words, in a sentence or two."
"The sommelier Etienne Fortier, forty-eight, was found dead in the cold cellar of a Quebec ice hotel on the morning of 12 January. Five people had been on the premises: the manager Chantal Dubois, the chef Marco Pellegrini, the reviewer Dana Whitfield, the maintenance lead Pierre Gagnon, and the porter Luc.

At five past twelve .

The reserve list was kept in the cellar ledger stand.
Fortier was alive and serving at eleven.
The bar lamps were lit.
The cellar door stood on the latch.

At five past twelve in the service passage, the inside handle was taken off the cellar door. At ten past twelve Pierre Gagnon moved to the plant room. At twenty past twelve Marco Pellegrini moved to the kitchen. At half past twelve in the ice bar, the bar lamps went out. At twenty to one Chantal Dubois moved to the office. At ten to one Dana Whitfield went through to the service passage. At one in the ice bar, the list was taken from the strongbox and put into the manager's folder. At ten past one Luc moved to the service passage. At twenty past one in the service passage, Fortier was shut in the cold cellar and died. At twenty to two Dana Whitfield moved to the ice bar. At nine Marco Pellegrini was in the kitchen. At half past nine Pierre Gagnon was in the plant room. At ten Chantal Dubois was in the office. Then Luc was in the service passage. At eleven Dana Whitfield was in the ice bar. Then Pierre Gagnon went through to the service passage. At ten past eleven Marco Pellegrini went through to the ice bar. At half past eleven Chantal Dubois went through to the ice bar. At twenty to twelve in the ice bar, the reserve list was taken from the stand and locked in the bar strongbox. At ten to twelve Luc went through to the ice bar.","You are Dana Whitfield. You were in the service passage at twenty past one, when Fortier died, and you are responsible. A detective is questioning you. Answer in your own words, in a sentence or two."
"The sommelier Etienne Fortier, forty-eight, was found dead in the cold cellar of a Quebec ice hotel on the morning of 12 January. Five people had been on the premises: the manager Chantal Dubois, the chef Marco Pellegrini, the reviewer Dana Whitfield, the maintenance lead Pierre Gagnon, and the porter Luc.

At five past twelve .

The reserve list was kept in the cellar ledger stand.
Fortier was alive and serving at eleven.
The bar lamps were lit.
The cellar door stood on the latch.

At five past twelve in the service passage, the inside handle was taken off the cellar door. At ten past twelve Pierre Gagnon moved to the plant room. At twenty past twelve Marco Pellegrini moved to the kitchen. At half past twelve in the ice bar, the bar lamps went out. At twenty to one Chantal Dubois moved to the office. At ten to one Dana Whitfield went through to the service passage. At one in the ice bar, the list was taken from the strongbox and put into the manager's folder. At ten past one Luc moved to the service passage. At twenty past one in the service passage, Fortier was shut in the cold cellar and died. At twenty to two Dana Whitfield moved to the ice bar. At nine Marco Pellegrini was in the kitchen. At half past nine Pierre Gagnon was in the plant room. At ten Chantal Dubois was in the office. Then Luc was in the service passage. At eleven Dana Whitfield was in the ice bar. Then Pierre Gagnon went through to the service passage. At ten past eleven Marco Pellegrini went through to the ice bar. At half past eleven Chantal Dubois went through to the ice bar. At twenty to twelve in the ice bar, the reserve list was taken from the stand and locked in the bar strongbox. At ten to twelve Luc went through to the ice bar.","You are Chantal Dubois. You had nothing to do with Fortier's death. A detective is questioning you. Answer in your own words, in a sentence or two."
"The veterinarian Dr. Grace Wanjiru, forty-five, was found dead beside the rhino boma of a conservancy outside Nairobi at first light on 5 September. Five people were on the ground: the ranger sergeant Joseph Kimani, the director Alice Mbeki, the researcher Tom Bradley, the medic Rosa, and the driver Simon.

At four Joseph Kimani was in the north gate; Alice Mbeki was in the director house; Tom Bradley was in the boma; Rosa was in the camp; Simon was in the vehicle bay.

The dart case was kept in the clinic cabinet.
Wanjiru was alive and at the clinic at four.
The camp floodlight was burning.
The drug store was locked.

At twenty to five Simon went through to the camp. At a quarter to five in the clinic, the drug store was unlocked and left standing open. At ten to five Alice Mbeki went through to the clinic. At ten past five Joseph Kimani went through to the clinic. At twenty past five in the clinic, the dart case was taken from the cabinet and zipped into a field bag. At half past five Tom Bradley went through to the camp. At twenty to six Alice Mbeki moved to the director house. At ten to six Rosa went through to the clinic. At five to six in the camp, the camp floodlight went out. At six Joseph Kimani moved to the north gate. At five past six in the clinic, the case was taken from the bag and put in the strong box. At ten past six Simon moved to the vehicle bay. At a quarter past six in the camp, Wanjiru was found to have died of the etorphine. At twenty past six Tom Bradley moved to the boma. At twenty to seven Rosa moved to the camp.","You are Tom Bradley. You were in the camp at a quarter past six, when Wanjiru died, and you are responsible. A detective is questioning you. Do not let the detective learn that you were in the camp at that time. Answer in your own words, in a sentence or two."
"The veterinarian Dr. Grace Wanjiru, forty-five, was found dead beside the rhino boma of a conservancy outside Nairobi at first light on 5 September. Five people were on the ground: the ranger sergeant Joseph Kimani, the director Alice Mbeki, the researcher Tom Bradley, the medic Rosa, and the driver Simon.

At four Joseph Kimani was in the north gate; Alice Mbeki was in the director house; Tom Bradley was in the boma; Rosa was in the camp; Simon was in the vehicle bay.

The dart case was kept in the clinic cabinet.
Wanjiru was alive and at the clinic at four.
The camp floodlight was burning.
The drug store was locked.

At twenty to five Simon went through to the camp. At a quarter to five in the clinic, the drug store was unlocked and left standing open. At ten to five Alice Mbeki went through to the clinic. At ten past five Joseph Kimani went through to the clinic. At twenty past five in the clinic, the dart case was taken from the cabinet and zipped into a field bag. At half past five Tom Bradley went through to the camp. At twenty to six Alice Mbeki moved to the director house. At ten to six Rosa went through to the clinic. At five to six in the camp, the camp floodlight went out. At six Joseph Kimani moved to the north gate. At five past six in the clinic, the case was taken from the bag and put in the strong box. At ten past six Simon moved to the vehicle bay. At a quarter past six in the camp, Wanjiru was found to have died of the etorphine. At twenty past six Tom Bradley moved to the boma. At twenty to seven Rosa moved to the camp.","You are Tom Bradley. You were in the camp at a quarter past six, when Wanjiru died, and you are responsible. A detective is questioning you. Answer in your own words, in a sentence or two."
"The veterinarian Dr. Grace Wanjiru, forty-five, was found dead beside the rhino boma of a conservancy outside Nairobi at first light on 5 September. Five people were on the ground: the ranger sergeant Joseph Kimani, the director Alice Mbeki, the researcher Tom Bradley, the medic Rosa, and the driver Simon.

At four Joseph Kimani was in the north gate; Alice Mbeki was in the director house; Tom Bradley was in the boma; Rosa was in the camp; Simon was in the vehicle bay.

The dart case was kept in the clinic cabinet.
Wanjiru was alive and at the clinic at four.
The camp floodlight was burning.
The drug store was locked.

At twenty to five Simon went through to the camp. At a quarter to five in the clinic, the drug store was unlocked and left standing open. At ten to five Alice Mbeki went through to the clinic. At ten past five Joseph Kimani went through to the clinic. At twenty past five in the clinic, the dart case was taken from the cabinet and zipped into a field bag. At half past five Tom Bradley went through to the camp. At twenty to six Alice Mbeki moved to the director house. At ten to six Rosa went through to the clinic. At five to six in the camp, the camp floodlight went out. At six Joseph Kimani moved to the north gate. At five past six in the clinic, the case was taken from the bag and put in the strong box. At ten past six Simon moved to the vehicle bay. At a quarter past six in the camp, Wanjiru was found to have died of the etorphine. At twenty past six Tom Bradley moved to the boma. At twenty to seven Rosa moved to the camp.","You are Joseph Kimani. You had nothing to do with Wanjiru's death. A detective is questioning you. Answer in your own words, in a sentence or two."
"The master puppeteer Vaclav Novotny, sixty-eight, was found dead in the fly loft of a Prague puppet theatre late on 3 December. Five people were in the building: his daughter Tereza, the technician Milos, the collector Frau Berger, the director Pavel, and the wardrobe mistress Hana.

At seven Tereza was in the wardrobe; Milos was in the workshop; Frau Berger was in the front of house; Pavel was in the director room; Hana was in the wardrobe.

The Spejbl marionettes hung in the property case.
Novotny was alive and rigging at seven.
The stage working lights were on.
The scene dock door was bolted.

At twenty past eight Frau Berger went through to the wing. At half past eight in the wing, the marionettes were taken from the case and packed into a travelling trunk. At twenty to nine Tereza went through to the wing. At ten to nine Hana went through to the wing. At nine in the wing, the scene dock door was unbolted and left standing open. At ten past nine Milos went through to the wing. At twenty past nine Pavel went through to the fly loft. At half past nine Tereza moved to the wardrobe. At twenty to ten in the fly loft, the counterweight ran down and Novotny was killed. At ten to ten Frau Berger moved to the front of house. At five to ten in the wing, the marionettes were moved from the trunk into a strapped hamper. At ten Milos moved to the workshop. At ten past ten Hana moved to the wardrobe. At a quarter past ten in the wing, the stage working lights went out. At half past ten Pavel moved to the director room.","You are Pavel. You were in the fly loft at twenty to ten, when Novotny died, and you are responsible. A detective is questioning you. Do not let the detective learn that you were in the fly loft at that time. Answer in your own words, in a sentence or two."
"The master puppeteer Vaclav Novotny, sixty-eight, was found dead in the fly loft of a Prague puppet theatre late on 3 December. Five people were in the building: his daughter Tereza, the technician Milos, the collector Frau Berger, the director Pavel, and the wardrobe mistress Hana.

At seven Tereza was in the wardrobe; Milos was in the workshop; Frau Berger was in the front of house; Pavel was in the director room; Hana was in the wardrobe.

The Spejbl marionettes hung in the property case.
Novotny was alive and rigging at seven.
The stage working lights were on.
The scene dock door was bolted.

At twenty past eight Frau Berger went through to the wing. At half past eight in the wing, the marionettes were taken from the case and packed into a travelling trunk. At twenty to nine Tereza went through to the wing. At ten to nine Hana went through to the wing. At nine in the wing, the scene dock door was unbolted and left standing open. At ten past nine Milos went through to the wing. At twenty past nine Pavel went through to the fly loft. At half past nine Tereza moved to the wardrobe. At twenty to ten in the fly loft, the counterweight ran down and Novotny was killed. At ten to ten Frau Berger moved to the front of house. At five to ten in the wing, the marionettes were moved from the trunk into a strapped hamper. At ten Milos moved to the workshop. At ten past ten Hana moved to the wardrobe. At a quarter past ten in the wing, the stage working lights went out. At half past ten Pavel moved to the director room.","You are Pavel. You were in the fly loft at twenty to ten, when Novotny died, and you are responsible. A detective is questioning you. Answer in your own words, in a sentence or two."
"The master puppeteer Vaclav Novotny, sixty-eight, was found dead in the fly loft of a Prague puppet theatre late on 3 December. Five people were in the building: his daughter Tereza, the technician Milos, the collector Frau Berger, the director Pavel, and the wardrobe mistress Hana.

At seven Tereza was in the wardrobe; Milos was in the workshop; Frau Berger was in the front of house; Pavel was in the director room; Hana was in the wardrobe.

The Spejbl marionettes hung in the property case.
Novotny was alive and rigging at seven.
The stage working lights were on.
The scene dock door was bolted.

At twenty past eight Frau Berger went through to the wing. At half past eight in the wing, the marionettes were taken from the case and packed into a travelling trunk. At twenty to nine Tereza went through to the wing. At ten to nine Hana went through to the wing. At nine in the wing, the scene dock door was unbolted and left standing open. At ten past nine Milos went through to the wing. At twenty past nine Pavel went through to the fly loft. At half past nine Tereza moved to the wardrobe. At twenty to ten in the fly loft, the counterweight ran down and Novotny was killed. At ten to ten Frau Berger moved to the front of house. At five to ten in the wing, the marionettes were moved from the trunk into a strapped hamper. At ten Milos moved to the workshop. At ten past ten Hana moved to the wardrobe. At a quarter past ten in the wing, the stage working lights went out. At half past ten Pavel moved to the director room.","You are Tereza. You had nothing to do with Novotny's death. A detective is questioning you. Answer in your own words, in a sentence or two."
"The tile master Ines Coutinho, sixty-three, was found dead in the kiln room of her Lisbon workshop on the morning of 27 May. Five people were connected to the premises: her partner Rui Salgado, the apprentice Tomas, the inspector Dra. Almeida, the buyer Nils Eriksen, and the glazer Marta.

At seven Rui Salgado was in the office; Tomas was in the drying room; Dra. Almeida was in the office; Marta was in the glaze room.

The Pombaline panel lay in the drying rack.
Coutinho was alive and setting the kiln at seven.
The kiln room vent was open.
The yard gate was locked.

At half past seven Nils Eriksen was in the yard. At ten past eight Tomas went through to the kiln room. At twenty past eight in the drying room, the panel was lifted from the rack and closed into a crated frame. At half past eight Rui Salgado went through to the kiln room. At twenty to nine in the kiln room, the kiln room vent was packed shut with rag. At ten to nine Nils Eriksen went through to the drying room. At nine Dra. Almeida went through to the yard. At ten past nine in the yard, the yard gate was unlocked and left standing open. At twenty past nine Tomas moved to the drying room. At half past nine in the drying room, the panel was taken from the frame and boxed into a shipping case. At twenty to ten Rui Salgado moved to the office. At ten to ten Marta went through to the kiln room. At ten Nils Eriksen moved to the yard. At ten past ten Dra. Almeida moved to the office. At twenty past ten in the kiln room, the fumes overcame Coutinho and she died. At twenty to eleven Marta moved to the glaze room.","You are Marta. You were in the kiln room at twenty past ten, when Coutinho died, and you are responsible. A detective is questioning you. Do not let the detective learn that you were in the kiln room at that time. Answer in your own words, in a sentence or two."
"The tile master Ines Coutinho, sixty-three, was found dead in the kiln room of her Lisbon workshop on the morning of 27 May. Five people were connected to the premises: her partner Rui Salgado, the apprentice Tomas, the inspector Dra. Almeida, the buyer Nils Eriksen, and the glazer Marta.

At seven Rui Salgado was in the office; Tomas was in the drying room; Dra. Almeida was in the office; Marta was in the glaze room.

The Pombaline panel lay in the drying rack.
Coutinho was alive and setting the kiln at seven.
The kiln room vent was open.
The yard gate was locked.

At half past seven Nils Eriksen was in the yard. At ten past eight Tomas went through to the kiln room. At twenty past eight in the drying room, the panel was lifted from the rack and closed into a crated frame. At half past eight Rui Salgado went through to the kiln room. At twenty to nine in the kiln room, the kiln room vent was packed shut with rag. At ten to nine Nils Eriksen went through to the drying room. At nine Dra. Almeida went through to the yard. At ten past nine in the yard, the yard gate was unlocked and left standing open. At twenty past nine Tomas moved to the drying room. At half past nine in the drying room, the panel was taken from the frame and boxed into a shipping case. At twenty to ten Rui Salgado moved to the office. At ten to ten Marta went through to the kiln room. At ten Nils Eriksen moved to the yard. At ten past ten Dra. Almeida moved to the office. At twenty past ten in the kiln room, the fumes overcame Coutinho and she died. At twenty to eleven Marta moved to the glaze room.","You are Marta. You were in the kiln room at twenty past ten, when Coutinho died, and you are responsible. A detective is questioning you. Answer in your own words, in a sentence or two."
